SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName,Median Home Price
4719,Montclair,neighborhood,CA,CA,Oakland,"San Francisco-Oakland-Berkeley, CA",Alameda County,"$1,355,687"
4719,Inman Park,neighborhood,GA,GA,Atlanta,"Atlanta-Sandy Springs-Alpharetta, GA",Fulton County,"$730,179"
4721,Riverside,neighborhood,WA,WA,Everett,"Seattle-Tacoma-Bellevue, WA",Snohomish County,"$530,689"
4721,Berewick,neighborhood,NC,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,"$461,058"
4723,Chadsey Condon,neighborhood,MI,MI,Detroit,"Detroit-Warren-Dearborn, MI",Wayne County,"$68,151"
4724,Arlington Heights,neighborhood,PA,PA,Stroudsburg,"East Stroudsburg, PA",Monroe County,"$326,982"
4725,Mesa Grande,neighborhood,AZ,AZ,Mesa,"Phoenix-Mesa-Chandler, AZ",Maricopa County,"$295,371"
4726,Bayshore,neighborhood,CA,CA,Daly City,"San Francisco-Oakland-Berkeley, CA",San Mateo County,"$1,044,035"
4726,Junction West,neighborhood,CA,CA,Roseville,"Sacramento-Roseville-Folsom, CA",Placer County,"$639,351"
4728,Summerville,neighborhood,GA,GA,Augusta,"Augusta-Richmond County, GA-SC",Richmond County,"$300,349"
4729,Stephens,neighborhood,AR,AR,Little Rock,"Little Rock-North Little Rock-Conway, AR",Pulaski County,"$75,503"
4729,Laurel Heights,neighborhood,CA,CA,San Francisco,"San Francisco-Oakland-Berkeley, CA",San Francisco County,"$2,167,753"
4732,Oak Hollow-Sheffield Village,neighborhood,TX,TX,Grand Prairie,"Dallas-Fort Worth-Arlington, TX",Tarrant County,"$301,584"
4733,Heronville,neighborhood,OK,OK,Oklahoma City,"Oklahoma City, OK",Oklahoma County,"$92,791"
4734,Rancho San Joaquin,neighborhood,CA,CA,Irvine,"Los Angeles-Long Beach-Anaheim, CA",Orange County,"$1,098,707"
4736,Root River Estates,neighborhood,WI,WI,West Allis,"Milwaukee-Waukesha, WI",Milwaukee County,"$356,091"
4737,Central Berkeley,neighborhood,CA,CA,Berkeley,"San Francisco-Oakland-Berkeley, CA",Alameda County,"$1,169,913"
4737,Garfield Park,neighborhood,IN,IN,Indianapolis,"Indianapolis-Carmel-Anderson, IN",Marion County,"$170,327"
4739,Belview Heights,neighborhood,AL,AL,Birmingham,"Birmingham-Hoover, AL",Jefferson County,"$87,621"
4739,Central Des Moines,neighborhood,WA,WA,Des Moines,"Seattle-Tacoma-Bellevue, WA",King County,"$626,568"
4739,Rib Mountain,neighborhood,WI,WI,Wausau,"Wausau-Weston, WI",Marathon County,"$319,431"
4742,University,neighborhood,AR,AR,Jonesboro,"Jonesboro, AR",Craighead County,"$161,889"
4742,Laurel Heights,neighborhood,CA,CA,Salinas,"Salinas, CA",Monterey County,"$643,770"
4744,City Center,neighborhood,CA,CA,Carlsbad,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,"$1,120,967"
4745,Lance,neighborhood,WI,WI,Kenosha,"Chicago-Naperville-Elgin, IL-IN-WI",Kenosha County,"$273,519"
4746,Stonebridge,neighborhood,ND,ND,Fargo,"Fargo, ND-MN",Cass County,"$326,674"
4746,Stevens,neighborhood,PA,PA,Lancaster,"Lancaster, PA",Lancaster County,"$197,033"
4748,Schenk-Atwood,neighborhood,WI,WI,Madison,"Madison, WI",Dane County,"$514,645"
4749,Monticello,neighborhood,LA,LA,Baton Rouge,"Baton Rouge, LA",East Baton Rouge Parish,"$209,680"
4749,Old North Sacramento,neighborhood,CA,CA,Sacramento,"Sacramento-Roseville-Folsom, CA",Sacramento County,"$356,006"
4751,Shoreline West,neighborhood,CA,CA,Mountain View,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,"$2,071,449"
4752,Eastmoreland,neighborhood,OR,OR,Portland,"Portland-Vancouver-Hillsboro, OR-WA",Multnomah County,"$896,564"
4753,Roosevelt,neighborhood,CA,CA,Redwood City,"San Francisco-Oakland-Berkeley, CA",San Mateo County,"$1,771,219"
4753,Whittier,neighborhood,CO,CO,Denver,"Denver-Aurora-Lakewood, CO",Denver County,"$641,008"
4753,Beryl Park,neighborhood,CA,CA,Rancho Cucamonga,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,"$926,782"
4756,Southwest Outer Drive,neighborhood,MI,MI,Dearborn,"Detroit-Warren-Dearborn, MI",Wayne County,"$208,578"
4757,Milneburg,neighborhood,LA,LA,New Orleans,"New Orleans-Metairie, LA",Orleans Parish,"$196,270"
4758,Dillard,neighborhood,LA,LA,New Orleans,"New Orleans-Metairie, LA",Orleans Parish,"$184,670"
4758,Amity,neighborhood,CT,CT,New Haven,"New Haven-Milford, CT",New Haven County,"$291,135"
4758,Van Mall,neighborhood,WA,WA,Vancouver,"Portland-Vancouver-Hillsboro, OR-WA",Clark County,"$335,809"
4761,North Beach,neighborhood,CA,CA,Carlsbad,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,"$1,323,057"
4761,Hot Wells,neighborhood,TX,TX,San Antonio,"San Antonio-New Braunfels, TX",Bexar County,"$127,119"
4761,Heritage Hill,neighborhood,MI,MI,Grand Rapids,"Grand Rapids-Kentwood, MI",Kent County,"$434,148"
4764,Evergreen,neighborhood,WA,WA,Everett,"Seattle-Tacoma-Bellevue, WA",Snohomish County,"$590,347"
4764,Fruitridge Manor,neighborhood,CA,CA,Sacramento,"Sacramento-Roseville-Folsom, CA",Sacramento County,"$362,516"
4766,Brandywine,neighborhood,OH,OH,Columbus,"Columbus, OH",Franklin County,"$286,015"
4766,Sea Pines,neighborhood,SC,SC,Hilton Head Island,"Hilton Head Island-Bluffton, SC",Beaufort County,"$964,373"
4768,Santa Rita,neighborhood,TX,TX,San Angelo,"San Angelo, TX",Tom Green County,"$236,178"
4769,Galveston,neighborhood,AZ,AZ,Chandler,"Phoenix-Mesa-Chandler, AZ",Maricopa County,"$352,283"
4769,McKnight,neighborhood,MA,MA,Springfield,"Springfield, MA",Hampden County,"$285,721"
4771,Shadow Hills,neighborhood,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,"$1,209,433"
4772,Masterson,neighborhood,KY,KY,Lexington,"Lexington-Fayette, KY",Fayette County,"$329,175"
4772,West Simsbury,neighborhood,CT,CT,Simsbury,"Hartford-East Hartford-Middletown, CT",Hartford County,"$593,198"
4774,Rosedale,neighborhood,TX,TX,Austin,"Austin-Round Rock-Georgetown, TX",Travis County,"$829,533"
4775,Hillwood,neighborhood,WA,WA,Shoreline,"Seattle-Tacoma-Bellevue, WA",King County,"$848,387"
4776,Olde Sawmill,neighborhood,OH,OH,Dublin,"Columbus, OH",Franklin County,"$407,883"
4777,North Central Thousand Oaks,neighborhood,TX,TX,San Antonio,"San Antonio-New Braunfels, TX",Bexar County,"$348,680"
4777,Central Business District,neighborhood,KY,KY,Louisville,"Louisville/Jefferson County, KY-IN",Jefferson County,"$341,232"
4777,Francisville,neighborhood,PA,PA,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia County,"$421,441"
4782,Military,neighborhood,NY,NY,Buffalo,"Buffalo-Cheektowaga, NY",Erie County,"$198,337"
4783,North Tigard,neighborhood,OR,OR,Tigard,"Portland-Vancouver-Hillsboro, OR-WA",Washington County,"$543,396"
4784,Midtown,neighborhood,MO,MO,Springfield,"Springfield, MO",Greene County,"$145,576"
4784,Holland,neighborhood,MN,MN,Minneapolis,"Minneapolis-St. Paul-Bloomington, MN-WI",Hennepin County,"$290,277"
4786,Downtown,neighborhood,RI,RI,Providence,"Providence-Warwick, RI-MA",Providence County,"$549,280"
4787,Woodstock,neighborhood,FL,FL,Jacksonville,"Jacksonville, FL",Duval County,"$117,824"
4788,Shannon Creek,neighborhood,TX,TX,Burleson,"Dallas-Fort Worth-Arlington, TX",Johnson County,"$391,147"
4788,Fort Concho East,neighborhood,TX,TX,San Angelo,"San Angelo, TX",Tom Green County,"$139,317"
4791,South Harrisburg,neighborhood,PA,PA,Harrisburg,"Harrisburg-Carlisle, PA",Dauphin County,"$136,716"
4791,Echo Highlands,neighborhood,AL,AL,Birmingham,"Birmingham-Hoover, AL",Jefferson County,"$201,723"
4791,Parkview Hills,neighborhood,TX,TX,Fort Worth,"Dallas-Fort Worth-Arlington, TX",Tarrant County,"$278,036"
4791,Oak,neighborhood,OR,OR,Albany,"Albany-Lebanon, OR",Linn County,"$375,534"
4796,Central Concord,neighborhood,CA,CA,Concord,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,"$559,346"
4796,Lansingville,neighborhood,OH,OH,Youngstown,"Youngstown-Warren-Boardman, OH-PA",Mahoning County,"$58,224"
4798,Jungle Terrace,neighborhood,FL,FL,Saint Petersburg,"Tampa-St. Petersburg-Clearwater, FL",Pinellas County,"$357,605"
4798,Grasslyn Manor,neighborhood,WI,WI,Milwaukee,"Milwaukee-Waukesha, WI",Milwaukee County,"$195,295"
4798,West Chatham,neighborhood,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,"$161,955"
4801,Sheraden,neighborhood,PA,PA,Pittsburgh,"Pittsburgh, PA",Allegheny County,"$101,866"
4802,Benton Park West,neighborhood,MO,MO,Saint Louis,"St. Louis, MO-IL",Saint Louis City,"$170,667"
4802,Virginia Park,neighborhood,FL,FL,Tampa,"Tampa-St. Petersburg-Clearwater, FL",Hillsborough County,"$903,884"
4802,Terramar,neighborhood,AZ,AZ,Peoria,"Phoenix-Mesa-Chandler, AZ",Maricopa County,"$604,342"
4802,Rolling Hills,neighborhood,FL,FL,Jacksonville,"Jacksonville, FL",Duval County,"$239,004"
4806,Avalon,neighborhood,PA,PA,Pittsburgh,"Pittsburgh, PA",Allegheny County,"$175,871"
4807,South Campus Area,neighborhood,IA,IA,Ames,"Ames, IA",Story County,"$289,275"
4808,North Broadway,neighborhood,OH,OH,Cleveland,"Cleveland-Elyria, OH",Cuyahoga County,"$58,869"
4808,North Claremont,neighborhood,CA,CA,Claremont,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,"$1,103,485"
4810,Sandybrook,neighborhood,TX,TX,Fort Worth,"Dallas-Fort Worth-Arlington, TX",Tarrant County,"$222,147"
4812,Riverside South,neighborhood,TX,TX,San Antonio,"San Antonio-New Braunfels, TX",Bexar County,"$128,720"
4813,Lake Sarasota,neighborhood,FL,FL,Sarasota,"North Port-Sarasota-Bradenton, FL",Sarasota County,"$378,793"
4814,Bliss Corner,neighborhood,MA,MA,Dartmouth,"Providence-Warwick, RI-MA",Bristol County,"$496,322"
4814,Alta Mesa,neighborhood,CA,CA,Santa Barbara,"Santa Maria-Santa Barbara, CA",Santa Barbara County,"$1,972,138"
4814,Overton,neighborhood,AL,AL,Mobile,"Mobile, AL",Mobile County,"$356,169"
4817,Blue Village,neighborhood,MO,MO,Independence,"Kansas City, MO-KS",Jackson County,"$246,961"
4817,Brookridge,neighborhood,FL,FL,Brooksville,"Tampa-St. Petersburg-Clearwater, FL",Hernando County,"$242,395"
4819,Regis,neighborhood,CO,CO,Denver,"Denver-Aurora-Lakewood, CO",Denver County,"$574,317"
4820,Birchwood,neighborhood,WA,WA,Bellingham,"Bellingham, WA",Whatcom County,"$595,028"
4821,St. Anthony,neighborhood,LA,LA,New Orleans,"New Orleans-Metairie, LA",Orleans Parish,"$211,550"
4822,Cross Country,neighborhood,MD,MD,Baltimore,"Baltimore-Columbia-Towson, MD",Baltimore City,"$319,464"
4823,Barney Circle,neighborhood,DC,DC,Washington,"Washington-Arlington-Alexandria, DC-VA-MD-WV",District of Columbia,"$755,145"
4824,Barton,neighborhood,CA,CA,San Bernardino,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,"$540,009"
4824,Bridlemile,neighborhood,OR,OR,Portland,"Portland-Vancouver-Hillsboro, OR-WA",Multnomah County,"$746,741"
4824,Boyle Park,neighborhood,AR,AR,Little Rock,"Little Rock-North Little Rock-Conway, AR",Pulaski County,"$144,237"
4827,Olde Orchard,neighborhood,OH,OH,Columbus,"Columbus, OH",Franklin County,"$310,640"
4828,Southport,neighborhood,CT,CT,Fairfield,"Bridgeport-Stamford-Norwalk, CT",Fairfield County,"$1,400,849"
4829,Northwood Pines,neighborhood,TX,TX,Spring,"Houston-The Woodlands-Sugar Land, TX",Harris County,"$253,072"
4830,Bashford Manor,neighborhood,KY,KY,Louisville,"Louisville/Jefferson County, KY-IN",Jefferson County,"$167,246"
4830,Piney,neighborhood,AR,AR,Hot Springs,"Hot Springs, AR",Garland County,"$231,759"
4832,Park East,neighborhood,CA,CA,Culver City,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,"$1,739,218"
4833,Bird Land,neighborhood,CA,CA,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,"$912,923"
4833,La Costa Greens,neighborhood,CA,CA,Carlsbad,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,"$2,024,838"
4835,Three Oaks,neighborhood,FL,FL,Fort Myers,"Cape Coral-Fort Myers, FL",Lee County,"$414,334"
4836,Monte Vista,neighborhood,TX,TX,San Antonio,"San Antonio-New Braunfels, TX",Bexar County,"$617,361"
4837,Westpoint,neighborhood,NC,NC,Fayetteville,"Fayetteville, NC",Cumberland County,"$248,000"
4837,Village Hills,neighborhood,NC,NC,Fayetteville,"Fayetteville, NC",Cumberland County,"$206,715"
4837,Scotts Mill,neighborhood,NC,NC,Fayetteville,"Fayetteville, NC",Cumberland County,"$280,130"
4840,Laurel Park,neighborhood,TX,TX,Spring,"Houston-The Woodlands-Sugar Land, TX",Harris County,"$478,149"
4840,Highwood,neighborhood,MN,MN,Saint Paul,"Minneapolis-St. Paul-Bloomington, MN-WI",Ramsey County,"$369,207"
4840,Feldheym,neighborhood,CA,CA,San Bernardino,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,"$404,025"
4843,Wenonah,neighborhood,MN,MN,Minneapolis,"Minneapolis-St. Paul-Bloomington, MN-WI",Hennepin County,"$338,321"
4843,Audobon-Bon Harbor,neighborhood,KY,KY,Owensboro,"Owensboro, KY",Daviess County,"$206,635"
4845,Shiloh,neighborhood,NC,NC,Morrisville,"Raleigh-Cary, NC",Wake County,"$575,932"
4846,The Oaks,neighborhood,CA,CA,Bakersfield,"Bakersfield, CA",Kern County,"$450,729"
4847,Riverside,neighborhood,MD,MD,Baltimore,"Baltimore-Columbia-Towson, MD",Baltimore City,"$356,018"
4848,Roxbury Park,neighborhood,CA,CA,Beverly Hills,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,"$2,976,291"
4848,Lakeview,neighborhood,NY,NY,Buffalo,"Buffalo-Cheektowaga, NY",Erie County,"$224,256"
4850,Madison Valley,neighborhood,WA,WA,Seattle,"Seattle-Tacoma-Bellevue, WA",King County,"$1,014,502"
4850,Garden District,neighborhood,LA,LA,Monroe,"Monroe, LA",Ouachita Parish,"$186,891"
4850,Alki,neighborhood,WA,WA,Seattle,"Seattle-Tacoma-Bellevue, WA",King County,"$1,074,104"
4850,North Valley,neighborhood,IL,IL,Peoria,"Peoria, IL",Peoria County,"$38,801"
4850,Wester,neighborhood,TX,TX,Lubbock,"Lubbock, TX",Lubbock County,"$153,698"
4855,Reherd Acres,neighborhood,VA,VA,Harrisonburg,"Harrisonburg, VA",Harrisonburg City,"$259,540"
4855,Town and Country,neighborhood,WA,WA,Spokane,"Spokane-Spokane Valley, WA",Spokane County,"$373,258"
4857,Westwood Heights,neighborhood,NE,NE,Omaha,"Omaha-Council Bluffs, NE-IA",Douglas County,"$242,098"
4858,Brookside Glen,neighborhood,IL,IL,Tinley Park,"Chicago-Naperville-Elgin, IL-IN-WI",Will County,"$449,555"
4859,Bluemont Lakes,neighborhood,ND,ND,Fargo,"Fargo, ND-MN",Cass County,"$394,112"
4859,Pecos Park,neighborhood,NV,NV,North Las Vegas,"Las Vegas-Henderson-Paradise, NV",Clark County,"$395,494"
4859,Tropical Walnut,neighborhood,NV,NV,North Las Vegas,"Las Vegas-Henderson-Paradise, NV",Clark County,"$495,850"
4859,Sunrise Canyon,neighborhood,NV,NV,North Las Vegas,"Las Vegas-Henderson-Paradise, NV",Clark County,"$391,249"
4863,Richmond Beach,neighborhood,WA,WA,Shoreline,"Seattle-Tacoma-Bellevue, WA",King County,"$1,134,572"
4864,Douglas Avenue,neighborhood,WI,WI,Racine,"Racine, WI",Racine County,"$165,925"
4864,Waterford,neighborhood,IL,IL,Aurora,"Chicago-Naperville-Elgin, IL-IN-WI",Kane County,"$285,643"
4866,St. John's,neighborhood,IL,IL,Joliet,"Chicago-Naperville-Elgin, IL-IN-WI",Will County,"$201,339"
4867,Hunters Glen,neighborhood,CO,CO,Thornton,"Denver-Aurora-Lakewood, CO",Adams County,"$577,901"
4868,University Hills,neighborhood,TX,TX,Austin,"Austin-Round Rock-Georgetown, TX",Travis County,"$453,461"
4869,Outer Comstock,neighborhood,NY,NY,Syracuse,"Syracuse, NY",Onondaga County,"$204,605"
4869,Calico Ridge,neighborhood,NV,NV,Henderson,"Las Vegas-Henderson-Paradise, NV",Clark County,"$565,465"
4871,Northrup,neighborhood,MN,MN,Minneapolis,"Minneapolis-St. Paul-Bloomington, MN-WI",Hennepin County,"$386,331"
4871,Sunset Hill,neighborhood,WA,WA,Seattle,"Seattle-Tacoma-Bellevue, WA",King County,"$1,180,898"
4871,Downtown Neighborhood,neighborhood,AR,AR,Little Rock,"Little Rock-North Little Rock-Conway, AR",Pulaski County,"$169,171"
4874,Lansdowne,neighborhood,NC,NC,Wilmington,"Wilmington, NC",New Hanover County,"$477,029"
4875,Downtown,neighborhood,FL,FL,Tampa,"Tampa-St. Petersburg-Clearwater, FL",Hillsborough County,"$444,506"
4875,Arlington Heights,neighborhood,CA,CA,Riverside,"Riverside-San Bernardino-Ontario, CA",Riverside County,"$835,391"
4877,Hillsborough,neighborhood,NE,NE,Omaha,"Omaha-Council Bluffs, NE-IA",Douglas County,"$399,987"
4878,Aviation Sub.,neighborhood,MI,MI,Detroit,"Detroit-Warren-Dearborn, MI",Wayne County,"$105,431"
4879,Mills Ranch,neighborhood,CA,CA,Rancho Cordova,"Sacramento-Roseville-Folsom, CA",Sacramento County,"$434,289"
4879,North Redmond,neighborhood,WA,WA,Redmond,"Seattle-Tacoma-Bellevue, WA",King County,"$2,084,006"
4881,Scott Lake,neighborhood,FL,FL,Miami Gardens,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,"$492,643"
4882,North Overton,neighborhood,TX,TX,Lubbock,"Lubbock, TX",Lubbock County,"$262,006"
4882,Beacon Hill,neighborhood,TX,TX,San Antonio,"San Antonio-New Braunfels, TX",Bexar County,"$198,070"
4884,Far West,neighborhood,OR,OR,Eugene,"Eugene-Springfield, OR",Lane County,"$340,593"
4884,Emerald Hills,neighborhood,CA,CA,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,"$710,664"
4884,Oxford Hunt,neighborhood,NC,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,"$733,852"
4887,College View,neighborhood,NE,NE,Lincoln,"Lincoln, NE",Lancaster County,"$255,538"
4887,Leavenworth,neighborhood,NE,NE,Omaha,"Omaha-Council Bluffs, NE-IA",Douglas County,"$239,339"
4889,Stanton Heights,neighborhood,PA,PA,Pittsburgh,"Pittsburgh, PA",Allegheny County,"$245,738"
4891,Quail Green,neighborhood,TX,TX,Missouri City,"Houston-The Woodlands-Sugar Land, TX",Fort Bend County,"$235,384"
4891,Park Scottsdale,neighborhood,AZ,AZ,Scottsdale,"Phoenix-Mesa-Chandler, AZ",Maricopa County,"$692,036"
4893,Northeast,neighborhood,IN,IN,South Bend,"South Bend-Mishawaka, IN-MI",Saint Joseph County,"$248,180"
4895,North Jonesboro,neighborhood,AR,AR,Jonesboro,"Jonesboro, AR",Craighead County,"$101,230"
4895,Naval Air Station Oceana,neighborhood,VA,VA,Virginia Beach,"Virginia Beach-Norfolk-Newport News, VA-NC",Virginia Beach City,"$290,071"
4895,Bret Harte,neighborhood,CA,CA,San Francisco,"San Francisco-Oakland-Berkeley, CA",San Francisco County,"$868,907"
4898,Northeast Hillsdale,neighborhood,CA,CA,San Mateo,"San Francisco-Oakland-Berkeley, CA",San Mateo County,"$2,027,344"
4899,University,neighborhood,TX,TX,Waco,"Waco, TX",McLennan County,"$118,416"
4900,Alta Loma,neighborhood,CA,CA,Rancho Cucamonga,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,"$820,249"
4900,Mission San Jose,neighborhood,TX,TX,San Antonio,"San Antonio-New Braunfels, TX",Bexar County,"$137,129"
4902,Arrowhead,neighborhood,FL,FL,Jacksonville,"Jacksonville, FL",Duval County,"$288,423"
4903,West Park,neighborhood,OH,OH,Canton,"Canton-Massillon, OH",Stark County,"$112,802"
4903,Manton,neighborhood,RI,RI,Providence,"Providence-Warwick, RI-MA",Providence County,"$369,534"
4906,Rockwood,neighborhood,WA,WA,Spokane,"Spokane-Spokane Valley, WA",Spokane County,"$626,573"
4906,Santa Lucia Village,neighborhood,CA,CA,Salinas,"Salinas, CA",Monterey County,"$652,712"
4908,Tessman,neighborhood,MN,MN,Brooklyn Park,"Minneapolis-St. Paul-Bloomington, MN-WI",Hennepin County,"$371,569"
4908,Woodridge,neighborhood,DC,DC,Washington,"Washington-Arlington-Alexandria, DC-VA-MD-WV",District of Columbia,"$565,276"
4910,Princeton North,neighborhood,NJ,NJ,Princeton,"Trenton-Princeton, NJ",Mercer County,"$1,295,356"
4910,Colonial Pine Hills,neighborhood,SD,SD,Rapid City,"Rapid City, SD",Pennington County,"$590,483"
4910,International,neighborhood,CA,CA,San Bernardino,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,"$442,982"
4913,Chollas View,neighborhood,CA,CA,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,"$634,274"
4913,Farm Road,neighborhood,MA,MA,Marlborough,"Boston-Cambridge-Newton, MA-NH",Middlesex County,"$510,739"
4915,South Central Hilltop,neighborhood,OH,OH,Columbus,"Columbus, OH",Franklin County,"$138,141"
4916,Park View,neighborhood,DC,DC,Washington,"Washington-Arlington-Alexandria, DC-VA-MD-WV",District of Columbia,"$653,423"
4917,Underwood Hills,neighborhood,GA,GA,Atlanta,"Atlanta-Sandy Springs-Alpharetta, GA",Fulton County,"$435,354"
4917,Mann,neighborhood,WA,WA,Seattle,"Seattle-Tacoma-Bellevue, WA",King County,"$840,047"
4917,Long Hill,neighborhood,CT,CT,Groton,"Norwich-New London, CT",New London County,"$292,386"
4920,Irvington,neighborhood,MD,MD,Baltimore,"Baltimore-Columbia-Towson, MD",Baltimore City,"$143,732"
4920,Sardis Woods,neighborhood,NC,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,"$445,099"
4920,Venetian Hills,neighborhood,GA,GA,Atlanta,"Atlanta-Sandy Springs-Alpharetta, GA",Fulton County,"$213,517"
4923,Walden,neighborhood,TX,TX,Atascocita,"Houston-The Woodlands-Sugar Land, TX",Harris County,"$342,685"
4924,Southeastern Hills,neighborhood,KY,KY,Lexington,"Lexington-Fayette, KY",Fayette County,"$275,559"
4925,San Gorgonio,neighborhood,CA,CA,San Bernardino,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,"$491,491"
4926,Parkview,neighborhood,FL,FL,Miami Gardens,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,"$494,383"
