SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName,Median Home Price
8258,Hickory Hills,neighborhood,TN,TN,Nashville,"Nashville-Davidson--Murfreesboro--Franklin, TN",Davidson County,"$382,156"
8258,Johnson's Woods,neighborhood,WI,WI,Milwaukee,"Milwaukee-Waukesha, WI",Milwaukee County,"$222,258"
8260,Edmeyer Park,neighborhood,OH,OH,Canton,"Canton-Massillon, OH",Stark County,"$168,465"
8260,Princess Jeanne,neighborhood,NM,NM,Albuquerque,"Albuquerque, NM",Bernalillo County,"$262,549"
8260,West Mountain,neighborhood,PA,PA,Scranton,"Scranton--Wilkes-Barre, PA",Lackawanna County,"$248,990"
8263,Boudreaux Estates,neighborhood,TX,TX,Tomball,"Houston-The Woodlands-Sugar Land, TX",Harris County,"$507,843"
8263,Seven Mile-Rouge,neighborhood,MI,MI,Detroit,"Detroit-Warren-Dearborn, MI",Wayne County,"$91,406"
8263,Willow Creek Ranch,neighborhood,TX,TX,Tomball,"Houston-The Woodlands-Sugar Land, TX",Harris County,"$1,551,940"
8266,Larrymore Lawns,neighborhood,VA,VA,Norfolk,"Virginia Beach-Norfolk-Newport News, VA-NC",Norfolk City,"$318,410"
8266,River Crossing,neighborhood,WI,WI,Kenosha,"Chicago-Naperville-Elgin, IL-IN-WI",Kenosha County,"$467,555"
8266,Mayflower,neighborhood,PA,PA,Wilkes-Barre,"Scranton--Wilkes-Barre, PA",Luzerne County,"$146,667"
8269,West Side,neighborhood,GA,GA,Augusta,"Augusta-Richmond County, GA-SC",Richmond County,"$201,687"
8269,Mansfield National,neighborhood,TX,TX,Mansfield,"Dallas-Fort Worth-Arlington, TX",Tarrant County,"$466,044"
8269,Brookside Colony,neighborhood,OH,OH,Columbus,"Columbus, OH",Franklin County,"$365,981"
8269,Round Rock West,neighborhood,TX,TX,Round Rock,"Austin-Round Rock-Georgetown, TX",Williamson County,"$453,261"
8269,Honey Creek Manor,neighborhood,WI,WI,Milwaukee,"Milwaukee-Waukesha, WI",Milwaukee County,"$260,350"
8274,Hallam,neighborhood,PA,PA,York,"York-Hanover, PA",York County,"$229,389"
8274,South Beach,neighborhood,CA,CA,Carlsbad,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,"$704,400"
8276,Jackson Heights,neighborhood,AL,AL,Mobile,"Mobile, AL",Mobile County,"$194,542"
8276,Kensington Park,neighborhood,TX,TX,Midlothian,"Dallas-Fort Worth-Arlington, TX",Ellis County,"$370,405"
8276,Louis Park,neighborhood,CA,CA,Stockton,"Stockton, CA",San Joaquin County,"$217,626"
8279,West Brownsville,neighborhood,TX,TX,Brownsville,"Brownsville-Harlingen, TX",Cameron County,"$125,984"
8279,Horsethief Canyon Ranch,neighborhood,CA,CA,Corona,"Riverside-San Bernardino-Ontario, CA",Riverside County,"$677,232"
8279,Byfield,neighborhood,MA,MA,Newbury,"Boston-Cambridge-Newton, MA-NH",Essex County,"$854,797"
8279,Downtown,neighborhood,FL,FL,West Palm Beach,"Miami-Fort Lauderdale-Pompano Beach, FL",Palm Beach County,"$560,500"
8279,High Chaparral,neighborhood,TX,TX,Keller,"Dallas-Fort Worth-Arlington, TX",Tarrant County,"$339,645"
8279,Young Square,neighborhood,CA,CA,Santa Ana,"Los Angeles-Long Beach-Anaheim, CA",Orange County,"$1,067,574"
8279,Kingsborough,neighborhood,CO,CO,Aurora,"Denver-Aurora-Lakewood, CO",Arapahoe County,"$449,552"
8286,City Center,neighborhood,FL,FL,Miami Beach,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,"$457,109"
8290,Parkwood Place,neighborhood,TX,TX,Baytown,"Houston-The Woodlands-Sugar Land, TX",Harris County,"$381,116"
8293,Truxton Circle,neighborhood,DC,DC,Washington,"Washington-Arlington-Alexandria, DC-VA-MD-WV",District of Columbia,"$654,009"
8293,Bryn Mawr,neighborhood,FL,FL,Orlando,"Orlando-Kissimmee-Sanford, FL",Orange County,"$372,929"
8293,Whispering Palms,neighborhood,FL,FL,Lake Worth Beach,"Miami-Fort Lauderdale-Pompano Beach, FL",Palm Beach County,"$325,716"
8296,Southside,neighborhood,MO,MO,Springfield,"Springfield, MO",Greene County,"$268,343"
8296,The Heights of Jupiter,neighborhood,FL,FL,Jupiter,"Miami-Fort Lauderdale-Pompano Beach, FL",Palm Beach County,"$591,493"
8298,Shell Point,neighborhood,SC,SC,Beaufort,"Hilton Head Island-Bluffton, SC",Beaufort County,"$357,013"
8298,North Rosslyn,neighborhood,VA,VA,Arlington,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Arlington County,"$873,530"
8298,Platte Ridge,neighborhood,MO,MO,Kansas City,"Kansas City, MO-KS",Platte County,"$271,834"
8301,Holly,neighborhood,TX,TX,Austin,"Austin-Round Rock-Georgetown, TX",Travis County,"$573,923"
8301,P.O.E.T,neighborhood,CO,CO,Fort Collins,"Fort Collins, CO",Larimer County,"$490,475"
8304,Wellington Manor,neighborhood,FL,FL,Lutz,"Tampa-St. Petersburg-Clearwater, FL",Hillsborough County,"$967,170"
8304,Benning,neighborhood,DC,DC,Washington,"Washington-Arlington-Alexandria, DC-VA-MD-WV",District of Columbia,"$361,977"
8307,Tatemville,neighborhood,GA,GA,Savannah,"Savannah, GA",Chatham County,"$161,143"
8307,Roosevelt Park,neighborhood,TX,TX,San Antonio,"San Antonio-New Braunfels, TX",Bexar County,"$167,383"
8307,Slaton-Bean,neighborhood,TX,TX,Lubbock,"Lubbock, TX",Lubbock County,"$70,026"
8310,Hudson/Park,neighborhood,NY,NY,Albany,"Albany-Schenectady-Troy, NY",Albany County,"$300,042"
8310,West Markham,neighborhood,AR,AR,Little Rock,"Little Rock-North Little Rock-Conway, AR",Pulaski County,"$172,220"
8312,Oak Creek Estate,neighborhood,TX,TX,Greenville,"Dallas-Fort Worth-Arlington, TX",Hunt County,"$293,637"
8312,Cedar Creek,neighborhood,TX,TX,Greenville,"Dallas-Fort Worth-Arlington, TX",Hunt County,"$259,160"
8312,Saint Anthony West,neighborhood,MN,MN,Minneapolis,"Minneapolis-St. Paul-Bloomington, MN-WI",Hennepin County,"$406,942"
8318,Heather Gardens,neighborhood,CO,CO,Aurora,"Denver-Aurora-Lakewood, CO",Arapahoe County,"$277,269"
8318,South Green,neighborhood,CT,CT,Hartford,"Hartford-East Hartford-Middletown, CT",Hartford County,"$125,123"
8318,Alabama Hill,neighborhood,WA,WA,Bellingham,"Bellingham, WA",Whatcom County,"$756,995"
8321,Causeway,neighborhood,LA,LA,Metairie,"New Orleans-Metairie, LA",Jefferson Parish,"$379,084"
8321,Fiesta Park Village,neighborhood,AZ,AZ,Mesa,"Phoenix-Mesa-Chandler, AZ",Maricopa County,"$242,849"
8321,Piney Knolls,neighborhood,VA,VA,Richmond,"Richmond, VA",Richmond City,"$241,288"
8321,South Campus,neighborhood,CA,CA,Chico,"Chico, CA",Butte County,"$368,336"
8325,Loma Vista,neighborhood,MO,MO,Kansas City,"Kansas City, MO-KS",Jackson County,"$188,694"
8325,Pinewood Forest,neighborhood,TX,TX,Conroe,"Houston-The Woodlands-Sugar Land, TX",Montgomery County,"$258,214"
8325,Farmington,neighborhood,CO,CO,Thornton,"Denver-Aurora-Lakewood, CO",Adams County,"$424,932"
8329,Avondale,neighborhood,GA,GA,Savannah,"Savannah, GA",Chatham County,"$212,916"
8329,San Marco,neighborhood,FL,FL,Jacksonville,"Jacksonville, FL",Duval County,"$364,797"
8329,Rock Spring,neighborhood,VA,VA,Arlington,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Arlington County,"$1,485,615"
8329,Notting Hill,neighborhood,GA,GA,Cumming,"Atlanta-Sandy Springs-Alpharetta, GA",Forsyth County,"$776,243"
8333,Pheasant Run,neighborhood,CA,CA,Bakersfield,"Bakersfield, CA",Kern County,"$399,136"
8333,Windsor Reservoir,neighborhood,CO,CO,Fort Collins,"Fort Collins, CO",Larimer County,"$823,798"
8333,Maplewood,neighborhood,OR,OR,Portland,"Portland-Vancouver-Hillsboro, OR-WA",Multnomah County,"$630,220"
8333,Downtown,neighborhood,FL,FL,Sarasota,"North Port-Sarasota-Bradenton, FL",Sarasota County,"$949,325"
8338,Sunset Heights South,neighborhood,TX,TX,Fort Worth,"Dallas-Fort Worth-Arlington, TX",Tarrant County,"$228,314"
8338,Fox Park,neighborhood,MO,MO,Saint Louis,"St. Louis, MO-IL",Saint Louis City,"$267,647"
8340,Hart Ranch Unit One,neighborhood,TX,TX,San Antonio,"San Antonio-New Braunfels, TX",Bexar County,"$385,153"
8342,Woodmark,neighborhood,TX,TX,Conroe,"Houston-The Woodlands-Sugar Land, TX",Montgomery County,"$259,822"
8342,Northgrove,neighborhood,AZ,AZ,Mesa,"Phoenix-Mesa-Chandler, AZ",Maricopa County,"$892,801"
8342,Lake Forest Falls,neighborhood,TX,TX,Conroe,"Houston-The Woodlands-Sugar Land, TX",Montgomery County,"$313,798"
8342,Brightwater,neighborhood,TX,TX,Missouri City,"Houston-The Woodlands-Sugar Land, TX",Fort Bend County,"$447,408"
8342,Westside,neighborhood,TN,TN,Chattanooga,"Chattanooga, TN-GA",Hamilton County,"$530,821"
8348,Riverlakes,neighborhood,CA,CA,Bakersfield,"Bakersfield, CA",Kern County,"$430,556"
8348,Cody,neighborhood,AL,AL,Mobile,"Mobile, AL",Mobile County,"$132,664"
8350,Chastain Park,neighborhood,GA,GA,Atlanta,"Atlanta-Sandy Springs-Alpharetta, GA",Fulton County,"$1,870,327"
8350,Pheasant Ridge,neighborhood,CA,CA,Visalia,"Visalia, CA",Tulare County,"$637,723"
8350,Amber Crossing,neighborhood,CA,CA,Visalia,"Visalia, CA",Tulare County,"$702,721"
8354,Springfield Lakes,neighborhood,AZ,AZ,Chandler,"Phoenix-Mesa-Chandler, AZ",Maricopa County,"$497,545"
8354,LaSalle College Park,neighborhood,MI,MI,Detroit,"Detroit-Warren-Dearborn, MI",Wayne County,"$64,798"
8354,Cooper Valley,neighborhood,TX,TX,Joshua,"Dallas-Fort Worth-Arlington, TX",Johnson County,"$327,481"
8354,Kevanna Park,neighborhood,WA,WA,Vancouver,"Portland-Vancouver-Hillsboro, OR-WA",Clark County,"$382,131"
8354,Joshua Meadows,neighborhood,TX,TX,Joshua,"Dallas-Fort Worth-Arlington, TX",Johnson County,"$484,918"
8354,Capitol View-Stifft Station,neighborhood,AR,AR,Little Rock,"Little Rock-North Little Rock-Conway, AR",Pulaski County,"$196,115"
8360,Tuscany-Canterbury,neighborhood,MD,MD,Baltimore,"Baltimore-Columbia-Towson, MD",Baltimore City,"$237,920"
8360,Nautica Sound,neighborhood,FL,FL,Boynton Beach,"Miami-Fort Lauderdale-Pompano Beach, FL",Palm Beach County,"$555,271"
8360,Keewaydin,neighborhood,MN,MN,Minneapolis,"Minneapolis-St. Paul-Bloomington, MN-WI",Hennepin County,"$382,173"
8360,Sherwood,neighborhood,MI,MI,Detroit,"Detroit-Warren-Dearborn, MI",Wayne County,"$64,910"
8364,Seward Park,neighborhood,WA,WA,Seattle,"Seattle-Tacoma-Bellevue, WA",King County,"$1,127,362"
8364,Fabrique,neighborhood,KS,KS,Wichita,"Wichita, KS",Sedgwick County,"$136,669"
8364,Riviera Bay,neighborhood,FL,FL,Saint Petersburg,"Tampa-St. Petersburg-Clearwater, FL",Pinellas County,"$389,126"
8367,Providence Park,neighborhood,NC,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,"$1,073,021"
8367,Jackson Park Highlands,neighborhood,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,"$594,222"
8367,Amtrak,neighborhood,CA,CA,San Bernardino,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,"$428,486"
8367,Castro,neighborhood,CA,CA,San Francisco,"San Francisco-Oakland-Berkeley, CA",San Francisco County,"$1,472,912"
8371,Chestnut Valley,neighborhood,DE,DE,Newark,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",New Castle County,"$559,999"
8371,Meadowdale,neighborhood,DE,DE,Newark,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",New Castle County,"$517,791"
8371,Bluffs,neighborhood,FL,FL,Jupiter,"Miami-Fort Lauderdale-Pompano Beach, FL",Palm Beach County,"$583,013"
8374,The Trails,neighborhood,OK,OK,Edmond,"Oklahoma City, OK",Oklahoma County,"$266,397"
8374,Shadow Hawk,neighborhood,WA,WA,Renton,"Seattle-Tacoma-Bellevue, WA",King County,"$435,170"
8374,Bradford Park,neighborhood,MO,MO,Springfield,"Springfield, MO",Greene County,"$251,512"
8378,Foster Glen,neighborhood,TX,TX,Conroe,"Houston-The Woodlands-Sugar Land, TX",Montgomery County,"$229,154"
8378,Southern Gables,neighborhood,CO,CO,Lakewood,"Denver-Aurora-Lakewood, CO",Jefferson County,"$614,526"
8378,Haisley,neighborhood,MI,MI,Ann Arbor,"Ann Arbor, MI",Washtenaw County,"$420,272"
8382,Central Business District,neighborhood,WI,WI,Kenosha,"Chicago-Naperville-Elgin, IL-IN-WI",Kenosha County,"$307,377"
8383,Oakbrook,neighborhood,WA,WA,Vancouver,"Portland-Vancouver-Hillsboro, OR-WA",Clark County,"$472,425"
8383,Trailhead,neighborhood,CO,CO,Fort Collins,"Fort Collins, CO",Larimer County,"$540,658"
8383,Cirby Side,neighborhood,CA,CA,Roseville,"Sacramento-Roseville-Folsom, CA",Placer County,"$703,711"
8383,Westmont,neighborhood,PA,PA,Altoona,"Altoona, PA",Blair County,"$101,421"
8383,St. Catherine's Gardens,neighborhood,MO,MO,Kansas City,"Kansas City, MO-KS",Jackson County,"$252,938"
8389,Foxglen,neighborhood,CA,CA,Visalia,"Visalia, CA",Tulare County,"$357,731"
8389,Windsor Heights,neighborhood,TX,TX,Odessa,"Odessa, TX",Ector County,"$251,228"
8389,Milburn,neighborhood,KS,KS,Overland Park,"Kansas City, MO-KS",Johnson County,"$311,562"
8392,Maple Glen,neighborhood,PA,PA,Ambler,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Montgomery County,"$655,205"
8392,Terranova,neighborhood,TX,TX,Spring,"Houston-The Woodlands-Sugar Land, TX",Harris County,"$330,082"
8395,Rose,neighborhood,AZ,AZ,Tucson,"Tucson, AZ",Pima County,"$217,808"
8395,Homeland,neighborhood,MD,MD,Baltimore,"Baltimore-Columbia-Towson, MD",Baltimore City,"$713,457"
8395,Downtown,neighborhood,NC,NC,Greensboro,"Greensboro-High Point, NC",Guilford County,"$274,107"
8395,City Park,neighborhood,LA,LA,New Orleans,"New Orleans-Metairie, LA",Orleans Parish,"$476,320"
8395,Teal Lake/Gateway Village/South Oaks/Canebreak,neighborhood,GA,GA,Savannah,"Savannah, GA",Chatham County,"$381,643"
8401,San Mateo Park,neighborhood,CA,CA,San Mateo,"San Francisco-Oakland-Berkeley, CA",San Mateo County,"$3,890,589"
8401,White Oak,neighborhood,MO,MO,Kansas City,"Kansas City, MO-KS",Jackson County,"$205,126"
8403,Lesile Estates,neighborhood,FL,FL,Miami Gardens,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,"$345,611"
8403,Acrehome Park,neighborhood,FL,FL,Riviera Beach,"Miami-Fort Lauderdale-Pompano Beach, FL",Palm Beach County,"$288,294"
8403,Hanover Place,neighborhood,MO,MO,Kansas City,"Kansas City, MO-KS",Jackson County,"$324,065"
8407,Wexford Sound,neighborhood,SC,SC,Charleston,"Charleston-North Charleston, SC",Charleston County,"$616,907"
8407,High Resort,neighborhood,NM,NM,Rio Rancho,"Albuquerque, NM",Sandoval County,"$424,601"
8409,Tuxedo,neighborhood,AL,AL,Birmingham,"Birmingham-Hoover, AL",Jefferson County,"$55,064"
8410,Hokendauqua,neighborhood,PA,PA,Whitehall,"Allentown-Bethlehem-Easton, PA-NJ",Lehigh County,"$324,422"
8410,Cottonwood,neighborhood,CO,CO,Parker,"Denver-Aurora-Lakewood, CO",Douglas County,"$492,749"
8410,Northridge Estates,neighborhood,OH,OH,Dayton,"Dayton-Kettering, OH",Montgomery County,"$199,170"
8413,Kingswood at Castleberry,neighborhood,GA,GA,Cumming,"Atlanta-Sandy Springs-Alpharetta, GA",Forsyth County,"$514,648"
8413,Barrington,neighborhood,DE,DE,Newark,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",New Castle County,"$393,162"
8413,10th Street,neighborhood,IN,IN,Hobart,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County,"$247,208"
8413,Trails,neighborhood,CA,CA,Rancho Cucamonga,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,"$1,170,154"
8413,Eastwood,neighborhood,TX,TX,Forney,"Dallas-Fort Worth-Arlington, TX",Kaufman County,"$265,829"
8413,Rosetree Hunt,neighborhood,DE,DE,Newark,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",New Castle County,"$363,780"
8413,Stonebriar,neighborhood,TX,TX,Forney,"Dallas-Fort Worth-Arlington, TX",Kaufman County,"$244,993"
8422,Lakewood Heights,neighborhood,GA,GA,Atlanta,"Atlanta-Sandy Springs-Alpharetta, GA",Fulton County,"$240,413"
8422,Desert Spring Flower,neighborhood,NM,NM,Albuquerque,"Albuquerque, NM",Bernalillo County,"$272,389"
8422,Nws Cooperative Alliance,neighborhood,IN,IN,South Bend,"South Bend-Mishawaka, IN-MI",Saint Joseph County,"$63,789"
8425,Ridgewood,neighborhood,IL,IL,Joliet,"Chicago-Naperville-Elgin, IL-IN-WI",Will County,"$184,730"
8425,Gratiot-Findlay,neighborhood,MI,MI,Detroit,"Detroit-Warren-Dearborn, MI",Wayne County,"$53,620"
8427,Valley Ridge Estates,neighborhood,TX,TX,Lewisville,"Dallas-Fort Worth-Arlington, TX",Denton County,"$415,721"
8427,Old Town North,neighborhood,VA,VA,Alexandria,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Alexandria City,"$769,836"
8427,Park Ridge Estates,neighborhood,TX,TX,Lewisville,"Dallas-Fort Worth-Arlington, TX",Denton County,"$452,075"
8430,South Suburan,neighborhood,IN,IN,Fort Wayne,"Fort Wayne, IN",Allen County,"$157,214"
8430,Blackhorse Ranch,neighborhood,TX,TX,Cypress,"Houston-The Woodlands-Sugar Land, TX",Harris County,"$496,848"
8430,Twinbrooks,neighborhood,FL,FL,Saint Petersburg,"Tampa-St. Petersburg-Clearwater, FL",Pinellas County,"$249,959"
8430,Carriage Hills South,neighborhood,CA,CA,Richmond,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,"$1,013,548"
8430,Sunset,neighborhood,OR,OR,West Linn,"Portland-Vancouver-Hillsboro, OR-WA",Clackamas County,"$606,641"
8436,Tree Tops,neighborhood,FL,FL,Wellington,"Miami-Fort Lauderdale-Pompano Beach, FL",Palm Beach County,"$472,683"
8436,Mystic,neighborhood,FL,FL,Wellington,"Miami-Fort Lauderdale-Pompano Beach, FL",Palm Beach County,"$565,243"
8436,Berkshire,neighborhood,FL,FL,Wellington,"Miami-Fort Lauderdale-Pompano Beach, FL",Palm Beach County,"$577,287"
8442,Belltown,neighborhood,CT,CT,Stamford,"Bridgeport-Stamford-Norwalk, CT",Fairfield County,"$715,558"
8442,Clearbrook Park,neighborhood,NJ,NJ,Monroe Township,"New York-Newark-Jersey City, NY-NJ-PA",Middlesex County,"$390,889"
8442,Waterstone Estates,neighborhood,TX,TX,McKinney,"Dallas-Fort Worth-Arlington, TX",Collin County,"$988,253"
8442,South Creek,neighborhood,TX,TX,Round Rock,"Austin-Round Rock-Georgetown, TX",Williamson County,"$337,186"
8442,South Ellicott,neighborhood,NY,NY,Buffalo,"Buffalo-Cheektowaga, NY",Erie County,"$152,944"
8442,Lauriedale,neighborhood,CA,CA,San Mateo,"San Francisco-Oakland-Berkeley, CA",San Mateo County,"$1,310,621"
8448,Rosedale,neighborhood,CO,CO,Denver,"Denver-Aurora-Lakewood, CO",Denver County,"$659,929"
8448,Lincoln/San Rafael Hill,neighborhood,CA,CA,San Rafael,"San Francisco-Oakland-Berkeley, CA",Marin County,"$1,031,760"
8448,Mira Vista Place,neighborhood,AZ,AZ,Gilbert,"Phoenix-Mesa-Chandler, AZ",Maricopa County,"$561,302"
8451,York,neighborhood,WA,WA,Bellingham,"Bellingham, WA",Whatcom County,"$603,875"
8451,Camelot Community,neighborhood,TX,TX,Garland,"Dallas-Fort Worth-Arlington, TX",Dallas County,"$346,893"
8451,Picket Place,neighborhood,TX,TX,Garland,"Dallas-Fort Worth-Arlington, TX",Dallas County,"$228,108"
8454,St. Bernard Area,neighborhood,LA,LA,New Orleans,"New Orleans-Metairie, LA",Orleans Parish,"$192,856"
8454,Covington West,neighborhood,TX,TX,Sugar Land,"Houston-The Woodlands-Sugar Land, TX",Fort Bend County,"$285,162"
8454,Gannoway Lake Estates,neighborhood,TX,TX,Sugar Land,"Houston-The Woodlands-Sugar Land, TX",Fort Bend County,"$468,411"
8457,Northeast Heights,neighborhood,KS,KS,Wichita,"Wichita, KS",Sedgwick County,"$196,134"
8457,Swope Parkway,neighborhood,MO,MO,Kansas City,"Kansas City, MO-KS",Jackson County,"$107,131"
8457,Gratiot-Grand,neighborhood,MI,MI,Detroit,"Detroit-Warren-Dearborn, MI",Wayne County,"$63,893"
8461,South Poly,neighborhood,TX,TX,Fort Worth,"Dallas-Fort Worth-Arlington, TX",Tarrant County,"$154,671"
8461,Arlington Forest,neighborhood,VA,VA,Arlington,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Arlington County,"$1,013,100"
8461,Johnson,neighborhood,CA,CA,Visalia,"Visalia, CA",Tulare County,"$270,632"
8465,Cumbrian Lakes,neighborhood,FL,FL,Kissimmee,"Orlando-Kissimmee-Sanford, FL",Osceola County,"$435,726"
8465,Creekside Estates,neighborhood,FL,FL,Kissimmee,"Orlando-Kissimmee-Sanford, FL",Osceola County,"$361,739"
8465,Rialto,neighborhood,FL,FL,Jupiter,"Miami-Fort Lauderdale-Pompano Beach, FL",Palm Beach County,"$1,291,772"
8465,Eagle Pointe,neighborhood,FL,FL,Kissimmee,"Orlando-Kissimmee-Sanford, FL",Osceola County,"$380,469"
8465,Country Creek Estates,neighborhood,FL,FL,Kissimmee,"Orlando-Kissimmee-Sanford, FL",Osceola County,"$369,404"
8465,Smithfield Estates,neighborhood,AL,AL,Birmingham,"Birmingham-Hoover, AL",Jefferson County,"$173,328"
8472,Rose Park,neighborhood,CA,CA,Oxnard,"Oxnard-Thousand Oaks-Ventura, CA",Ventura County,"$609,861"
8472,Harrisburg - Manchester,neighborhood,TX,TX,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County,"$135,961"
8472,Ballard Terrace,neighborhood,IL,IL,Niles,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,"$360,075"
8475,Middleridge,neighborhood,VA,VA,Fairfax,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County,"$875,025"
8476,Hidden Meadows,neighborhood,CA,CA,Escondido,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,"$977,707"
8476,Palo Verde,neighborhood,CA,CA,Palo Alto,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,"$3,628,445"
8476,City Center District,neighborhood,TX,TX,Dallas,"Dallas-Fort Worth-Arlington, TX",Dallas County,"$255,687"
8480,Orchard Glen,neighborhood,AZ,AZ,Glendale,"Phoenix-Mesa-Chandler, AZ",Maricopa County,"$283,730"
8480,Piedmont Heights,neighborhood,GA,GA,Atlanta,"Atlanta-Sandy Springs-Alpharetta, GA",Fulton County,"$708,478"
8480,Tam O'Shanter,neighborhood,WA,WA,Bellevue,"Seattle-Tacoma-Bellevue, WA",King County,"$1,534,246"
8483,Oakland Forest,neighborhood,FL,FL,Oakland Park,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,"$213,406"
8483,Mapleton Hill,neighborhood,CO,CO,Boulder,"Boulder, CO",Boulder County,"$1,282,991"
8483,Ewing & Carroll,neighborhood,NJ,NJ,Trenton,"Trenton-Princeton, NJ",Mercer County,"$204,899"
8487,Waters,neighborhood,TX,TX,Lubbock,"Lubbock, TX",Lubbock County,"$227,990"
8487,Westwood Park,neighborhood,CA,CA,San Francisco,"San Francisco-Oakland-Berkeley, CA",San Francisco County,"$1,537,332"
8487,Candlewood,neighborhood,MN,MN,Brooklyn Park,"Minneapolis-St. Paul-Bloomington, MN-WI",Hennepin County,"$264,767"
8490,Shorewood Forest,neighborhood,IN,IN,Valparaiso,"Chicago-Naperville-Elgin, IL-IN-WI",Porter County,"$551,014"
8491,Drew Valley,neighborhood,GA,GA,Brookhaven,"Atlanta-Sandy Springs-Alpharetta, GA",Dekalb County,"$859,134"
8491,Alexander Ave,neighborhood,CT,CT,Waterbury,"New Haven-Milford, CT",New Haven County,"$276,922"
8491,Hedgeville,neighborhood,DE,DE,Wilmington,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",New Castle County,"$145,331"
8494,Holy Cross,neighborhood,LA,LA,New Orleans,"New Orleans-Metairie, LA",Orleans Parish,"$167,954"
8494,Seabrook,neighborhood,KS,KS,Topeka,"Topeka, KS",Shawnee County,"$162,244"
8494,South Hill,neighborhood,WA,WA,Bellingham,"Bellingham, WA",Whatcom County,"$1,009,967"
8498,Graceland,neighborhood,WI,WI,Milwaukee,"Milwaukee-Waukesha, WI",Milwaukee County,"$187,607"
8498,Golden Valley,neighborhood,WI,WI,Milwaukee,"Milwaukee-Waukesha, WI",Milwaukee County,"$247,205"
8500,Scarlett,neighborhood,MI,MI,Ann Arbor,"Ann Arbor, MI",Washtenaw County,"$302,080"
8500,Cedmont,neighborhood,MD,MD,Baltimore,"Baltimore-Columbia-Towson, MD",Baltimore City,"$237,544"
8500,Oval Park,neighborhood,CA,CA,Visalia,"Visalia, CA",Tulare County,"$257,353"
8503,Wentworth/Holland,neighborhood,CA,CA,Oakland,"San Francisco-Oakland-Berkeley, CA",Alameda County,"$481,339"
8503,Green Acres,neighborhood,AL,AL,Birmingham,"Birmingham-Hoover, AL",Jefferson County,"$83,147"
8503,Clements Circle,neighborhood,MI,MI,Livonia,"Detroit-Warren-Dearborn, MI",Wayne County,"$238,958"
8507,Twin Oaks,neighborhood,KY,KY,Lexington,"Lexington-Fayette, KY",Fayette County,"$315,311"
8507,Piedmont-Wycliffe,neighborhood,NE,NE,Omaha,"Omaha-Council Bluffs, NE-IA",Douglas County,"$300,489"
8507,Whitfield,neighborhood,FL,FL,Sarasota,"North Port-Sarasota-Bradenton, FL",Manatee County,"$413,743"
8507,Hilliard Green,neighborhood,OH,OH,Hilliard,"Columbus, OH",Franklin County,"$229,734"
8507,Boca Pointe,neighborhood,FL,FL,Boca Raton,"Miami-Fort Lauderdale-Pompano Beach, FL",Palm Beach County,"$513,893"
8514,Stafford Estates,neighborhood,TX,TX,Flower Mound,"Dallas-Fort Worth-Arlington, TX",Denton County,"$730,699"
8514,Peachtree Court,neighborhood,GA,GA,Cumming,"Atlanta-Sandy Springs-Alpharetta, GA",Forsyth County,"$502,981"
8514,Cheswyck,neighborhood,GA,GA,Cumming,"Atlanta-Sandy Springs-Alpharetta, GA",Forsyth County,"$971,089"
8514,Highlands of McKamy,neighborhood,TX,TX,Royse City,"Dallas-Fort Worth-Arlington, TX",Collin County,"$332,910"
8514,Rolling Meadows,neighborhood,TX,TX,Royse City,"Dallas-Fort Worth-Arlington, TX",Collin County,"$300,762"
8519,Lake Talia,neighborhood,FL,FL,Land O Lakes,"Tampa-St. Petersburg-Clearwater, FL",Pasco County,"$589,012"
8519,Quail Valley,neighborhood,CA,CA,Menifee,"Riverside-San Bernardino-Ontario, CA",Riverside County,"$395,677"
8519,Pine Glen,neighborhood,FL,FL,Land O Lakes,"Tampa-St. Petersburg-Clearwater, FL",Pasco County,"$505,649"
